	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000000719	21	56	22	4	55	38	20	77	23	12	50	94
ENSSSCG00000000720	74	55	9	5	35	9	71	0	36	30	28	69
ENSSSCG00000000721	5	2	0	13	5	0	11	9	5	26	13	0
ENSSSCG00000000722	0	0	0	0	0	0	2	0	0	0	1	0
ENSSSCG00000000723	72	46	115	82	142	29	76	139	38	25	109	111
ENSSSCG00000000728	7	4	0	0	16	0	6	0	0	10	0	4
ENSSSCG00000000730	144	65	69	0	3	0	7	80	12	13	0	0
ENSSSCG00000000732	34	75	89	159	50	232	37	36	82	55	168	48
ENSSSCG00000000734	69	43	48	117	79	45	61	143	14	9	57	18
ENSSSCG00000000735	80	193	176	4	79	33	61	120	30	16	86	36
ENSSSCG00000000736	62	37	65	21	20	29	77	26	42	28	82	9
ENSSSCG00000000737	133	151	178	180	73	56	20	127	36	42	157	141
ENSSSCG00000000738	3	10	0	29	0	5	0	5	5	1	15	46
ENSSSCG00000000739	33	19	0	60	29	19	33	16	1	35	6	4
ENSSSCG00000000740	0	0	0	0	0	8	0	20	0	6	0	0
ENSSSCG00000000741	0	9	0	2	0	3	6	0	13	0	1	0
ENSSSCG00000000742	37	22	95	22	44	27	4	51	17	18	21	1
ENSSSCG00000000743	216	129	208	86	166	78	95	270	102	30	556	960
ENSSSCG00000000744	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000000745	217	213	479	178	129	141	65	125	88	28	125	184
ENSSSCG00000000746	170	82	155	129	90	59	9	24	109	59	253	149
ENSSSCG00000000748	0	22	6	1	0	0	0	4	20	8	0	0
ENSSSCG00000000749	12	81	0	4	0	1	6	5	9	9	0	0
ENSSSCG00000000751	33	12	27	98	40	4	4	2	42	9	49	2
ENSSSCG00000000753	848	422	716	785	1253	408	269	542	397	176	1008	870
ENSSSCG00000000754	71	10	96	81	163	24	6	58	21	10	23	13
ENSSSCG00000000755	514	404	572	637	764	416	194	428	308	184	809	969
ENSSSCG00000000757	62	55	74	131	116	24	20	191	61	44	110	153
ENSSSCG00000000759	66	50	29	63	10	3	14	88	17	11	65	93
ENSSSCG00000000760	0	0	9	0	0	0	15	0	3	7	0	0
ENSSSCG00000000764	0	14	0	0	2	1	0	22	0	0	3	0
ENSSSCG00000000765	125	66	124	119	118	114	15	65	100	34	138	166
ENSSSCG00000000766	165	54	161	118	90	48	74	184	73	65	263	164
ENSSSCG00000000767	141	130	69	191	142	29	78	115	37	30	234	193
ENSSSCG00000000769	34	52	9	42	71	69	99	52	38	36	143	56
ENSSSCG00000000770	310	221	396	342	550	224	213	209	177	124	491	166
ENSSSCG00000000774	33	21	26	53	82	0	0	48	23	13	30	24
ENSSSCG00000000777	0	0	0	0	0	1	0	0	0	4	0	0
ENSSSCG00000000778	33	12	100	28	0	0	4	23	4	12	37	10
ENSSSCG00000000779	37	29	111	10	19	28	37	59	23	33	74	14
ENSSSCG00000000781	10	2	0	0	0	0	0	0	1	1	0	0
ENSSSCG00000000782	0	0	0	0	0	0	30	0	0	0	6	0
ENSSSCG00000000783	28	34	0	65	108	60	16	60	3	9	15	107
ENSSSCG00000000784	275	163	292	386	554	89	196	321	934	418	2281	3141
ENSSSCG00000000789	0	12	17	0	0	0	0	15	5	0	16	0
ENSSSCG00000000791	15	36	35	18	62	0	77	1	18	33	3	0
ENSSSCG00000000793	114	80	127	31	96	30	64	37	14	25	80	19
ENSSSCG00000000795	112	15	83	46	33	74	72	94	12	49	98	60
ENSSSCG00000000798	49	11	65	47	37	8	3	67	11	7	68	10
ENSSSCG00000000799	25	12	91	110	83	27	25	24	0	28	53	109
ENSSSCG00000000800	14	19	0	7	23	16	10	62	2	15	22	20
ENSSSCG00000000801	6	9	0	0	1	0	16	0	1	7	34	5
ENSSSCG00000000802	3	21	0	3	0	14	43	10	5	35	3	0
ENSSSCG00000000804	468	180	162	378	508	145	146	302	165	77	333	182
ENSSSCG00000000806	484	299	494	465	765	140	338	435	107	87	538	263
ENSSSCG00000000807	52	59	60	121	66	15	39	81	4	15	27	10
ENSSSCG00000000808	494	250	284	420	166	109	85	326	45	23	291	283
ENSSSCG00000000810	1	11	0	2	0	11	0	0	6	1	7	11
ENSSSCG00000000811	35	17	25	15	85	19	38	42	20	22	49	21
ENSSSCG00000000816	36	32	42	38	74	23	47	16	2	7	7	44
ENSSSCG00000000820	0	7	2	0	0	0	5	0	0	3	5	0
ENSSSCG00000000837	115	30	49	97	118	17	30	41	26	35	26	12
ENSSSCG00000000838	75	61	35	193	217	41	44	47	8	15	5	41
ENSSSCG00000000839	142	64	5	335	422	109	138	129	40	37	85	95
ENSSSCG00000000840	227	41	33	470	442	135	91	201	45	46	320	125
ENSSSCG00000000841	286	146	193	291	524	127	84	289	47	62	156	284
ENSSSCG00000000842	322	76	135	225	314	37	46	220	27	34	194	104
ENSSSCG00000000843	121	86	270	154	100	71	95	105	65	65	328	243
ENSSSCG00000000844	94	0	24	81	43	37	41	44	3	15	7	46
ENSSSCG00000000846	81	26	145	108	127	17	20	154	5	13	92	6
ENSSSCG00000000847	63	11	23	72	114	25	14	4	7	21	19	11
ENSSSCG00000000848	25	4	0	21	32	26	17	4	0	40	3	7
ENSSSCG00000000849	2918	1003	821	2290	4096	1397	384	2218	211	143	802	813
ENSSSCG00000000853	83	114	140	17	63	115	37	90	10	34	31	3
ENSSSCG00000000854	0	29	11	8	29	0	31	46	47	35	0	0
ENSSSCG00000000856	26	6	0	0	0	0	13	0	86	33	46	0
ENSSSCG00000000857	38	3	86	413	309	201	100	15	4	11	21	7
ENSSSCG00000000858	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000000859	33	32	2	21	23	0	32	46	19	10	0	34
ENSSSCG00000000860	9	24	33	20	16	0	8	19	0	15	1	0
ENSSSCG00000000862	211	172	232	177	367	366	118	172	63	72	325	251
ENSSSCG00000000863	0	0	0	0	0	0	8	0	0	0	0	0
ENSSSCG00000000864	37	18	14	29	90	22	25	37	17	17	156	56
ENSSSCG00000000866	2	0	27	0	0	0	7	42	8	32	0	0
ENSSSCG00000000867	28	0	7	11	17	2	2	28	0	29	3	0
ENSSSCG00000000869	102	95	308	269	148	154	107	315	17	102	113	54
ENSSSCG00000000870	85	55	66	112	129	103	32	73	11	2	54	43
ENSSSCG00000000871	48	63	42	51	4	12	8	57	1	1	0	0
ENSSSCG00000000873	0	19	19	0	0	0	15	0	2	35	8	0
ENSSSCG00000000874	70	31	17	46	62	5	32	76	25	11	11	0
ENSSSCG00000000875	0	2	17	0	0	0	4	5	21	15	0	0
ENSSSCG00000000877	58	72	77	53	131	0	28	46	10	12	53	44
ENSSSCG00000000883	0	2	1	0	0	0	1	19	0	0	0	0
ENSSSCG00000000884	531	129	104	219	599	157	122	414	123	39	265	169
ENSSSCG00000000886	267	148	122	229	160	74	45	206	41	7	177	71
ENSSSCG00000000887	6	50	92	63	58	10	11	81	4	20	95	32
ENSSSCG00000000890	38	16	5	98	56	0	15	52	20	1	14	27
ENSSSCG00000000891	88	26	125	54	80	28	32	90	23	19	139	201
ENSSSCG00000000892	0	2	0	0	0	29	2	2	0	6	38	0
ENSSSCG00000000893	17	11	0	0	32	6	0	5	11	1	16	0
ENSSSCG00000000894	4	14	0	0	0	0	15	0	0	22	0	0
ENSSSCG00000000895	2	4	37	3	5	2	0	44	1	0	17	1
ENSSSCG00000000896	1	5	9	29	20	0	4	37	32	15	97	90
ENSSSCG00000000900	62	92	118	66	86	25	24	83	8	13	154	102
ENSSSCG00000000901	160	80	133	131	90	106	73	37	65	22	155	57
ENSSSCG00000000902	88	22	45	61	92	7	15	65	2	32	34	56
ENSSSCG00000000905	63	20	50	27	92	62	58	6	18	11	31	9
ENSSSCG00000000906	26	24	0	57	6	62	12	7	45	30	107	38
ENSSSCG00000000907	256	104	204	462	1101	242	248	505	138	79	536	761
ENSSSCG00000000908	45	13	0	41	43	4	13	82	8	8	9	46
ENSSSCG00000000910	57	38	66	40	107	11	25	95	56	46	102	18
ENSSSCG00000000915	149	58	27	339	294	20	44	190	1	6	70	14
ENSSSCG00000000916	234	28	59	272	160	86	55	325	0	8	0	19
ENSSSCG00000000917	0	0	0	0	0	0	2	0	0	0	2	0
ENSSSCG00000000918	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000000920	54	6	33	37	55	20	14	0	1	12	30	0
ENSSSCG00000000924	0	0	0	0	2	0	1	0	21	8	0	0
ENSSSCG00000000925	3	8	21	18	37	25	11	0	6	11	11	15
ENSSSCG00000000926	267	56	301	252	225	28	90	240	55	48	226	207
ENSSSCG00000000927	127	101	40	33	77	22	33	69	18	41	97	33
ENSSSCG00000000932	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000934	10	21	101	0	0	6	10	3	39	46	7	61
ENSSSCG00000000936	0	19	30	0	1	0	4	10	1	4	0	0
ENSSSCG00000000937	8	20	0	0	0	0	1	0	3	0	0	0
ENSSSCG00000000939	205	151	249	102	277	160	96	106	36	19	56	55
ENSSSCG00000000940	0	0	0	0	0	0	36	27	10	51	0	41
ENSSSCG00000000941	211	29	180	184	309	51	154	160	50	34	154	117
ENSSSCG00000000943	26	0	0	0	0	0	12	0	5	31	11	0
ENSSSCG00000000948	0	0	0	0	0	0	52	0	0	1	3	0
ENSSSCG00000000950	87	11	177	121	42	0	15	65	27	26	12	132
ENSSSCG00000000951	34	75	24	100	76	10	37	117	14	19	84	105
ENSSSCG00000000952	89	72	56	91	214	26	27	87	31	26	157	80
ENSSSCG00000000955	153	128	159	22	239	79	75	199	93	52	243	315
ENSSSCG00000000958	78	82	70	26	195	16	6	113	75	16	70	17
ENSSSCG00000000959	82	124	43	12	76	95	11	17	53	37	29	64
ENSSSCG00000000960	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000963	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000000964	169	84	70	150	199	82	27	153	52	18	151	87
ENSSSCG00000000965	79	111	143	125	165	119	25	147	91	40	93	58
ENSSSCG00000000967	16	3	0	0	0	0	0	0	13	0	1	13
ENSSSCG00000000968	1355	952	1412	1248	1610	1130	375	1119	557	270	1395	1165
ENSSSCG00000000970	404	346	699	848	676	402	318	491	379	198	702	580
ENSSSCG00000000971	145	102	164	116	116	64	31	96	125	11	183	127
ENSSSCG00000000972	267	137	225	216	362	289	91	333	241	86	310	443
ENSSSCG00000000973	118	79	120	50	94	41	40	106	49	13	77	82
ENSSSCG00000000974	118	166	371	168	299	212	101	194	178	98	351	348
ENSSSCG00000000975	89	128	133	45	56	77	23	102	0	0	1	8
ENSSSCG00000000978	0	18	0	0	0	0	24	7	7	4	0	0
ENSSSCG00000000980	169	141	80	139	181	53	34	53	45	21	59	61
ENSSSCG00000000981	178	144	196	297	391	205	21	164	29	10	79	47
ENSSSCG00000000982	23	13	13	23	18	8	0	33	8	9	10	11
ENSSSCG00000000983	12	52	118	0	0	21	2	21	14	5	0	35
ENSSSCG00000000985	1381	598	1228	897	1803	698	507	1170	678	398	1671	1733
ENSSSCG00000000991	13	17	49	4	9	9	4	22	0	1	0	0
ENSSSCG00000000994	67	137	169	98	76	203	31	153	29	32	41	50
ENSSSCG00000000997	0	0	0	0	0	0	0	0	0	7	0	0
ENSSSCG00000000998	4	30	20	9	21	5	27	1	3	9	4	0
ENSSSCG00000000999	94	149	198	211	127	127	18	63	151	38	184	185
ENSSSCG00000001000	67	21	78	69	47	10	44	93	67	39	293	297
ENSSSCG00000001001	0	7	0	0	0	0	0	0	1	1	0	0
ENSSSCG00000001002	1044	778	1045	951	1638	767	511	950	685	333	1561	1720
ENSSSCG00000001004	200	206	315	273	140	485	83	180	117	50	207	81
ENSSSCG00000001005	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001008	117	138	100	114	128	109	33	70	13	38	102	4
ENSSSCG00000001009	540	316	498	388	838	297	221	503	338	206	674	911
ENSSSCG00000001010	143	119	217	244	217	67	60	126	110	65	259	432
ENSSSCG00000001011	138	66	60	17	72	69	25	29	29	16	49	51
ENSSSCG00000001021	226	124	214	151	262	312	104	180	190	63	324	400
ENSSSCG00000001022	674	401	541	711	951	404	213	652	138	95	391	471
ENSSSCG00000001024	203	88	118	259	271	118	82	131	84	71	225	192
ENSSSCG00000001025	1244	1551	2603	193	268	506	168	1368	128	110	302	262
ENSSSCG00000001027	11	43	0	12	75	24	41	5	71	24	50	22
ENSSSCG00000001033	79	6	37	43	88	13	31	38	28	30	26	39
ENSSSCG00000001036	510	168	312	177	151	241	87	309	0	5	0	0
ENSSSCG00000001038	21	6	2	69	56	2	11	23	8	3	26	74
ENSSSCG00000001040	0	0	0	0	0	0	0	0	0	8	1	0
ENSSSCG00000001041	5	9	0	31	57	3	0	12	10	4	36	21
ENSSSCG00000001042	24	2	0	0	1	0	17	25	14	12	3	27
ENSSSCG00000001045	14	4	0	4	4	0	6	0	14	4	0	0
ENSSSCG00000001048	0	7	0	0	0	0	22	0	1	33	11	0
ENSSSCG00000001049	236	104	139	194	309	143	186	249	136	61	430	349
ENSSSCG00000001052	233	120	119	270	493	217	155	598	81	40	165	104
ENSSSCG00000001053	57	0	74	8	21	3	44	6	21	10	52	7
ENSSSCG00000001056	220	75	59	186	261	89	55	188	29	4	136	110
ENSSSCG00000001057	23	62	73	50	51	5	29	88	20	32	49	21
ENSSSCG00000001060	0	0	0	0	0	0	0	0	0	7	0	0
ENSSSCG00000001061	212	173	352	280	334	274	249	433	116	117	556	395
ENSSSCG00000001062	55	17	118	78	115	56	17	37	38	45	101	189
ENSSSCG00000001063	146	100	224	210	224	84	101	191	32	22	134	27
ENSSSCG00000001064	15	86	8	0	42	15	26	1	21	18	33	3
ENSSSCG00000001065	364	61	238	246	447	269	152	500	92	41	330	294
ENSSSCG00000001067	0	8	0	0	0	0	0	0	0	3	3	19
ENSSSCG00000001068	3	3	0	0	11	0	14	7	0	7	28	8
ENSSSCG00000001070	29	1	5	35	39	14	2	13	10	20	49	6
ENSSSCG00000001072	5	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000001073	0	9	0	6	20	0	0	0	0	0	0	4
ENSSSCG00000001074	36	89	25	35	127	28	37	90	20	16	132	19
ENSSSCG00000001075	327	228	310	241	407	240	135	498	249	145	516	357
ENSSSCG00000001076	9	22	17	25	84	10	43	41	8	10	27	4
ENSSSCG00000001078	21	18	41	16	87	5	25	80	10	40	183	122
ENSSSCG00000001080	184	47	47	185	287	0	55	59	13	33	108	75
ENSSSCG00000001083	9	5	0	0	0	0	0	0	13	3	15	0
ENSSSCG00000001085	0	22	0	0	2	0	10	0	14	7	8	9
ENSSSCG00000001087	67	23	25	69	78	8	0	25	7	12	28	2
ENSSSCG00000001088	3	0	27	0	0	0	0	0	0	0	0	0
ENSSSCG00000001089	11	9	13	0	6	0	5	15	154	51	755	111
ENSSSCG00000001090	43	24	4	5	51	14	8	31	23	15	4	1
ENSSSCG00000001091	5	26	80	3	0	11	36	0	26	21	10	0
ENSSSCG00000001092	18	3	21	9	18	6	5	46	0	1	22	9
ENSSSCG00000001095	73	21	52	20	74	25	9	71	1	19	107	42
ENSSSCG00000001096	0	0	0	0	0	0	0	0	0	5	0	0
ENSSSCG00000001097	16	53	31	106	66	66	41	4	17	37	129	114
ENSSSCG00000001098	0	0	0	0	2	0	0	0	1	2	0	0
ENSSSCG00000001099	410	227	481	170	186	218	111	178	16	22	253	30
ENSSSCG00000001100	178	108	209	74	108	94	32	169	125	71	325	254
ENSSSCG00000001101	0	5	39	41	3	55	4	5	1	1	0	0
ENSSSCG00000001105	0	0	0	9	0	0	0	0	0	0	0	0
ENSSSCG00000001107	1	0	0	0	0	0	7	0	5	1	0	0
ENSSSCG00000001131	112	28	4	13	136	1	21	26	10	17	30	22
ENSSSCG00000001132	0	3	0	0	0	0	0	21	2	2	0	0
ENSSSCG00000001137	297	137	336	96	399	120	108	251	43	31	156	103
ENSSSCG00000001156	79	11	18	24	112	29	100	9	59	44	38	44
ENSSSCG00000001164	42	22	31	76	33	37	5	8	10	3	66	14
ENSSSCG00000001197	5	1	34	0	3	0	22	0	2	14	0	0
ENSSSCG00000001201	41	38	36	76	29	17	21	17	10	5	20	12
ENSSSCG00000001202	23	30	2	8	24	12	13	0	0	9	18	1
ENSSSCG00000001203	13	4	18	0	0	0	12	27	4	4	7	0
ENSSSCG00000001204	13	0	25	24	0	0	10	63	1	17	14	0
ENSSSCG00000001205	0	0	0	0	0	8	8	0	5	13	4	2
ENSSSCG00000001206	30	20	22	3	10	6	16	45	36	8	8	13
ENSSSCG00000001207	13	14	0	0	24	0	14	1	0	6	25	0
ENSSSCG00000001209	130	33	28	111	136	26	54	83	31	19	14	25
ENSSSCG00000001211	0	0	0	0	0	0	2	0	0	6	0	0
ENSSSCG00000001213	0	0	0	0	0	0	1	0	0	3	0	0
ENSSSCG00000001214	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000001216	0	0	0	0	1	0	0	0	1	0	10	0
ENSSSCG00000001219	136	72	178	133	321	70	147	135	79	50	166	140
ENSSSCG00000001229	3086	2085	3957	3075	3374	1310	775	4530	1374	521	3040	4248
ENSSSCG00000001232	13	0	0	4	0	1	3	25	0	11	0	0
ENSSSCG00000001233	110	71	95	119	263	115	71	70	117	49	183	262
ENSSSCG00000001234	15	2	0	32	0	0	4	0	8	7	0	0
ENSSSCG00000001235	1	0	27	0	0	5	9	0	0	20	0	0
ENSSSCG00000001236	0	2	0	0	3	0	2	0	7	4	0	0
ENSSSCG00000001242	429	288	359	449	677	183	307	492	319	164	698	510
ENSSSCG00000001245	4	7	11	10	2	0	1	9	16	6	2	20
ENSSSCG00000001247	24	34	28	18	10	15	30	17	21	28	29	0
ENSSSCG00000001248	1	9	0	16	0	0	24	6	6	30	41	0
ENSSSCG00000001252	3	27	0	53	20	0	2	28	13	9	2	26
ENSSSCG00000001253	0	0	0	0	0	0	0	0	0	11	0	0
ENSSSCG00000001254	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001256	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001297	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001304	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001341	236	236	142	311	648	163	85	311	223	91	466	482
ENSSSCG00000001342	28	29	71	32	82	4	37	76	15	42	83	58
ENSSSCG00000001346	166	280	149	287	373	163	124	260	108	75	316	329
ENSSSCG00000001347	263	273	374	159	311	121	172	327	117	73	177	306
ENSSSCG00000001362	456	171	272	307	665	289	218	283	153	118	383	370
ENSSSCG00000001372	64	111	137	108	84	27	25	121	27	68	88	23
ENSSSCG00000001376	268	178	234	234	277	177	117	175	127	94	257	431
ENSSSCG00000001379	273	151	425	374	433	233	115	549	94	46	284	234
ENSSSCG00000001382	428	479	842	96	145	372	101	492	29	26	88	91
ENSSSCG00000001384	174	54	197	141	166	134	123	72	69	63	161	230
ENSSSCG00000001388	2	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001391	0	6	0	0	1	18	0	0	5	0	0	0
ENSSSCG00000001392	35	27	44	20	6	0	38	18	8	8	14	33
ENSSSCG00000001393	0	0	0	10	0	5	1	0	0	12	0	0
ENSSSCG00000001394	56	35	43	92	82	26	2	5	45	5	24	24
ENSSSCG00000001395	6	0	0	0	27	0	8	29	1	4	30	0
ENSSSCG00000001396	121	62	265	212	91	85	48	216	46	27	174	148
ENSSSCG00000001398	245	95	251	159	393	41	48	115	141	36	167	202
ENSSSCG00000001400	1284	670	1192	1325	1644	865	439	945	609	325	1878	1751
ENSSSCG00000001401	1	0	0	0	2	0	6	29	9	2	0	0
ENSSSCG00000001402	55	40	20	56	75	65	17	63	47	7	55	18
ENSSSCG00000001403	10	0	0	18	0	0	0	11	0	0	0	0
ENSSSCG00000001404	0	0	0	0	2	0	16	2	0	37	5	34
ENSSSCG00000001407	0	0	7	0	6	0	0	0	14	2	0	0
ENSSSCG00000001409	1095	847	1171	1211	1527	848	474	1037	616	203	1154	959
ENSSSCG00000001410	414	322	261	364	419	113	168	415	133	76	267	198
ENSSSCG00000001411	1	0	10	7	22	0	2	5	0	5	1	0
ENSSSCG00000001413	186	115	96	219	241	64	38	71	13	68	109	46
ENSSSCG00000001414	47	27	28	50	64	17	15	72	11	40	86	63
ENSSSCG00000001416	10	0	2	0	0	0	9	0	0	0	0	0
ENSSSCG00000001418	63	35	115	87	103	8	27	161	15	38	187	142
ENSSSCG00000001419	116	191	69	74	50	41	21	136	9	5	7	96
ENSSSCG00000001420	252	196	332	251	253	204	168	307	154	50	318	363
ENSSSCG00000001421	20	6	64	20	15	17	5	0	1	0	11	0
ENSSSCG00000001422	0	0	0	0	0	0	0	4	0	0	1	1
ENSSSCG00000001423	109	170	147	139	121	21	43	53	92	42	86	40
ENSSSCG00000001424	244	237	296	182	346	87	83	149	120	67	240	313
ENSSSCG00000001425	47	66	95	24	80	56	54	23	4	32	26	33
ENSSSCG00000001426	18	61	6	74	46	103	6	66	2	37	36	30
ENSSSCG00000001427	1407	449	464	2646	2547	1189	71	992	99	38	155	92
ENSSSCG00000001428	0	1	0	0	0	0	0	1	0	4	0	0
ENSSSCG00000001430	401	338	276	285	460	326	153	368	209	87	485	296
ENSSSCG00000001431	0	8	12	35	20	0	0	25	8	5	3	3
ENSSSCG00000001433	18	6	41	9	49	36	4	42	11	7	18	2
ENSSSCG00000001434	15	0	0	27	33	17	2	16	2	3	1	0
ENSSSCG00000001435	45	23	40	108	155	50	7	102	35	17	74	57
ENSSSCG00000001436	21	19	36	21	12	32	8	25	12	1	16	47
ENSSSCG00000001437	35	10	64	0	5	7	0	0	684	184	1057	402
ENSSSCG00000001438	1	1	0	1	3	0	2	0	4	0	7	6
ENSSSCG00000001439	12	11	16	38	8	20	7	17	12	12	9	31
ENSSSCG00000001440	79	40	61	49	74	58	83	57	167	61	336	155
ENSSSCG00000001441	0	0	0	1	0	0	11	0	0	4	8	0
ENSSSCG00000001444	0	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000001447	3	0	0	0	0	0	17	0	1	9	5	0
ENSSSCG00000001453	459	150	408	438	972	287	226	1055	151	126	592	624
ENSSSCG00000001455	488	226	505	769	954	202	239	947	192	107	738	588
ENSSSCG00000001456	318	163	232	291	708	230	177	645	170	105	603	888
ENSSSCG00000001457	300	220	349	551	972	212	234	880	265	91	789	882
ENSSSCG00000001458	3	2	2	2	1	0	2	10	2	0	2	38
ENSSSCG00000001459	8	7	10	4	31	0	24	19	6	11	35	15
ENSSSCG00000001463	64	85	51	77	114	46	33	41	16	6	37	71
ENSSSCG00000001469	66	3	17	7	85	37	15	90	87	30	115	135
ENSSSCG00000001470	44	20	14	84	49	8	24	49	29	24	100	140
ENSSSCG00000001471	637	359	621	610	895	343	304	654	177	130	804	647
ENSSSCG00000001472	70	4	0	7	44	0	10	33	11	18	7	25
ENSSSCG00000001473	25	4	9	563	351	49	153	73	5	26	56	7
ENSSSCG00000001474	48	73	46	85	91	51	13	20	23	23	81	47
ENSSSCG00000001475	304	173	157	505	570	361	123	352	63	64	312	51
ENSSSCG00000001476	54	11	63	31	38	15	0	10	0	2	6	16
ENSSSCG00000001477	195	69	137	89	166	26	25	79	71	18	111	55
ENSSSCG00000001478	11	1	19	24	16	1	11	0	10	4	41	7
ENSSSCG00000001479	0	0	12	0	0	0	14	0	32	15	1	0
ENSSSCG00000001480	0	0	0	0	0	0	13	0	0	2	0	0
ENSSSCG00000001481	0	0	0	0	0	0	3	0	10	14	0	2
ENSSSCG00000001483	194	71	252	4	0	51	1	55	1	21	17	1
ENSSSCG00000001484	0	11	0	0	0	0	18	0	3	11	0	0
ENSSSCG00000001485	0	0	0	19	13	0	1	0	0	9	2	0
ENSSSCG00000001486	52	69	42	34	25	8	33	26	20	6	26	5
ENSSSCG00000001487	0	0	0	0	0	0	17	0	10	3	0	0
ENSSSCG00000001488	130	201	236	122	154	45	29	180	2	10	112	58
ENSSSCG00000001490	3	0	0	43	36	0	0	0	0	0	0	4
ENSSSCG00000001493	20	3	21	22	22	0	50	9	4	23	3	26
ENSSSCG00000001497	85	30	249	86	112	6	21	61	16	38	114	59
ENSSSCG00000001498	4	4	0	0	0	4	9	8	0	9	0	0
ENSSSCG00000001499	2433	1577	2682	2311	1537	1299	1343	1549	852	433	2469	819
ENSSSCG00000001500	126	143	81	317	189	196	212	72	25	15	144	0
ENSSSCG00000001501	292	126	345	227	357	122	173	313	80	48	188	229
ENSSSCG00000001502	167	133	203	154	226	54	49	308	35	15	146	64
ENSSSCG00000001503	33	8	12	80	66	29	19	1	4	27	5	5
ENSSSCG00000001504	0	0	49	0	0	0	0	0	0	2	0	0
ENSSSCG00000001505	10	3	12	44	15	1	0	7	7	4	27	24
ENSSSCG00000001506	44	55	81	18	106	32	22	159	20	18	98	106
ENSSSCG00000001507	339	237	328	354	252	168	48	420	110	53	243	327
ENSSSCG00000001509	145	141	82	123	122	81	46	164	63	35	205	278
ENSSSCG00000001510	11	19	0	0	21	0	13	0	0	5	24	60
ENSSSCG00000001511	107	30	132	93	138	67	40	131	34	35	100	92
ENSSSCG00000001512	26	1	20	7	33	10	7	67	3	1	55	17
ENSSSCG00000001513	310	306	266	289	197	132	154	325	32	15	104	164
ENSSSCG00000001516	33	51	11	41	37	88	3	25	54	13	30	41
ENSSSCG00000001517	12	12	0	8	5	42	0	0	0	2	9	0
ENSSSCG00000001518	864	946	1346	672	501	1594	182	639	124	75	516	188
ENSSSCG00000001520	285	208	426	237	278	88	142	238	103	71	326	284
ENSSSCG00000001521	3	23	0	2	0	0	4	0	0	8	0	0
ENSSSCG00000001523	9	20	12	20	0	0	21	1	0	2	0	0
ENSSSCG00000001527	153	171	310	155	176	62	34	195	48	48	144	226
ENSSSCG00000001531	42	5	0	32	18	0	1	5	0	0	19	5
ENSSSCG00000001532	72	42	33	57	77	49	12	98	29	24	58	152
ENSSSCG00000001533	48	2	8	25	20	4	14	0	26	8	11	16
ENSSSCG00000001534	313	204	313	346	446	293	249	356	232	122	471	693
ENSSSCG00000001535	34	81	23	27	61	0	27	69	18	4	37	26
ENSSSCG00000001536	145	110	99	10	6	85	28	106	0	15	1	0
ENSSSCG00000001537	0	11	27	2	8	0	6	9	0	1	17	0
ENSSSCG00000001538	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001539	166	102	190	95	219	150	43	237	229	79	429	502
ENSSSCG00000001543	14	1	7	25	0	0	19	6	1	9	0	0
ENSSSCG00000001544	55	85	44	69	89	100	12	127	47	28	61	11
ENSSSCG00000001546	15	9	48	16	19	31	2	30	5	27	10	94
ENSSSCG00000001549	118	121	165	242	297	42	115	199	52	65	225	408
ENSSSCG00000001550	4	6	43	33	54	0	22	1	12	19	2	10
ENSSSCG00000001551	0	0	0	0	0	0	0	0	14	0	0	0
ENSSSCG00000001552	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001553	0	2	9	0	0	0	3	0	0	4	0	0
ENSSSCG00000001554	170	147	193	155	217	108	26	188	36	48	122	117
ENSSSCG00000001555	0	0	0	0	0	0	29	0	8	17	8	0
ENSSSCG00000001556	165	101	200	114	239	98	40	306	51	64	368	281
ENSSSCG00000001559	0	13	12	14	0	0	0	0	0	11	0	0
ENSSSCG00000001560	39	23	22	4	12	42	2	72	4	23	1	7
ENSSSCG00000001561	91	61	94	71	76	48	52	55	35	15	22	13
ENSSSCG00000001562	78	33	180	201	152	25	58	40	47	69	110	91
ENSSSCG00000001563	167	155	108	197	178	61	34	122	47	50	201	207
ENSSSCG00000001564	207	62	95	147	213	78	55	253	32	36	176	248
ENSSSCG00000001565	10	36	30	12	15	0	21	20	17	5	26	134
