NCBI_GeneID_pig,NCBI_GeneID_human,Ensembl_GeneID_pig,Ensembl_GeneID_human,geneName_pig,geneName_human,group,BvsA_log2FoldChange,BvsA_pvalue,BvsA_padj,Avg_norm_nose,Avg_norm_lung,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
494467,9547,ENSSSCG00000014310,ENSG00000145824,CXCL14,CXCL14,C,-0.292350586,0.668076271,0.953206529,35.50930823,20.13598759,27.07270649,44.20537832,14.52823332,21.57529249,44.2083737,38.54155253,13.92263704,80.02029196,7.014859783,5.871718577,27.79373158,39.86364043
494019,3627,ENSSSCG00000032474,ENSG00000169245,CXCL10,CXCL10,C,-0.133853727,0.942498121,0.996838371,18.65862196,1.363077527,13.53635324,1.841890763,0,10.06846983,31.31426471,0,0.632847138,91.87515003,0,5.452310107,0,0
396659,7852,ENSSSCG00000039416,ENSG00000121966,CXCR4,CXCR4,C,0.082365916,0.944806494,0.996838371,31.03526258,35.57688249,31.58482424,45.1263237,0,40.27387931,58.94449827,14.56014207,0,57.79243308,0,1.677633879,55.58746317,85.04243292
100737180,284340,ENSSSCG00000003048,ENSG00000189377,CXCL17,CXCL17,C,0.113301034,0.94473785,0.996838371,10.00852637,12.0542824,16.54443174,27.62836145,33.01871208,2.876705665,0,0,0,0,1.079209197,0.83881694,13.0794031,33.21970036
100037932,55801,ENSSSCG00000039976,ENSG00000111536,IL26,IL26,D,-4.439361817,0.011300509,0.161368931,17.44474443,0.437049121,1.504039249,17.49796225,0,0,9.210077855,4.282394725,15.18833132,91.87515003,0,0.41940847,0,1.328788014
100628112,7850,ENSSSCG00000028331,ENSG00000115590,IL1R2,IL1R2,D,-3.966486076,0.024319416,0.265856542,23.06495537,0.209704235,19.55251024,28.54930683,5.282993933,60.41081897,68.15457613,2.569436835,0,0,0,0.83881694,0,0
397106,3586,ENSSSCG00000015652,ENSG00000136634,IL10,IL10,D,-3.56350936,0.021142823,0.245656073,16.4671005,0.209704235,31.58482424,12.89323534,23.7734727,4.315058498,34.99829585,3.42591578,0,20.74600162,0,0.83881694,0,0
100513377,54756,ENSSSCG00000011463,ENSG00000144730,IL17RD,IL17RD,D,-3.021423103,0.004963925,0.09055737,71.9073961,1.288913432,189.5089454,10.1303992,21.13197573,83.42446429,36.84031142,10.27774734,7.594165659,216.3511598,4.316836789,0.83881694,0,0
100738902,53342,ENSSSCG00000025308,ENSG00000172458,IL17D,IL17D,D,-2.785802425,0.053683077,0.435940039,18.29577847,2.657576029,25.56866724,25.78647068,51.50919085,11.50682266,12.894109,4.282394725,0,14.81857259,0,0,0,10.63030412
100518643,90865,ENSSSCG00000005203,ENSG00000137033,IL33,IL33,D,-2.603093765,0.14294101,0.658771613,43.54859731,0.629112705,34.59290274,0,0,109.3148153,138.1511678,24.83788941,0,41.49200324,0,2.516450819,0,0
